Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=ddbea73728157cac,테크빌더팀 - 개발자 (프론트앤드),Nexon 성남 분당구,,발의 기본적인 프로세스를 이해하시는 분 우대사항 - JavaScript 중급이상 활용 가능하신 분 - Python 중급이상 활용 가능하신 분 - 웹서비스 개발 및 운영 경험 있으신 분 - 웹 프레임워크 활용 경험 있으...
https://kr.indeed.com/viewjob?jk=257110e5aec08f6d,[Search&Clova] Clova 머신러닝 Scientist 개발 신...,네이버 대한민국,,"관련 전공 석 / 박사 학위 보유자 또는 관련 업계 경력 보유자 - Programming Skill · Python (Tensorflow, PyTorch 등의 오픈소스 프레임워크 기반 개발 역량 ) [우대사항 ] · ML..."
https://kr.indeed.com/viewjob?jk=2c0226e483779522,시스템 엔지니어링,NHN 4.4 성남 판교역,,"OS 스킬 보유 및 X86 서버 운영 경험 보유 - 기본적인 운영도구 개발 가능자 . Java, Python, Django - OpenStack 기반의 클라우드 설계 구축 및 운영 경험자 - 웹 서비스 또는..."
https://kr.indeed.com/viewjob?jk=9ebdf72100457715,리서치분야 경력직,케이지제로인 대한민국,,"모델링 자격 요건 - 금융공학, 경영학(재무학), 경제학, 수학 등 관련 분야 전공자 - SQL, R, Python 등 Tool 숙련자 우대사항 - 금융관련 자격증 소지자 / 재무 및 통계 관련 석박사 / 펀드 관련..."
https://kr.indeed.com/viewjob?jk=f281c810daf0e10d,카카오 네트워크 엔지니어,카카오 4.2 성남 판교역,,"있는 자신감 넘치시는 분 (기술, 응대 모든 면에서) 해외여행 결격사유 없는 분 선호 자격 bash, python 등을 이용한 인프라 관리 자동화 스크립트 가능하신 분 인프라 운영 및 관리 관련 Tool 개발/경험이 있으..."
https://kr.indeed.com/viewjob?jk=7c7f6f9c070d78bd,Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축 서울특별시,,"대한 기본 이해(Git 등)"" Skill - Robot Application 개발 기술: C#, C++, Python, ROS, Linux 등 - Machine Learning 적용 알고리즘 구현 및 운영 - Vision..."
https://kr.indeed.com/viewjob?jk=557b3d9aae378005,경력 및 신입직원,KIS채권평가 대한민국,,자격요건: (1) 신입~경력 5년 (2) 프로그래밍 가능자 (Excel/VBA/C/C++ 등) (3) Python/Java 및 DB 관련직종 유 경험자 우대 (4) CUDA(GPU)/Tensorflow 관련직종 유 경험자...
https://kr.indeed.com/viewjob?jk=d952a2933cb8e330,제주근무] 영상처리 개발자,아이디어콘서트 제주 제주시,,래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>벡엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>자바...
https://kr.indeed.com/viewjob?jk=273d830a0c62aedd,솔루션 프론트엔드 개발자,Nexon 성남 분당구,,"분석 솔루션 서비스들의 웹프론트 개발 및 운영 지원자격 - 경력제한 없음 - flask, django등 Python 기반 웹서비스 개발 기술 스택 사용 경험 - vue.js 등의 Framework 사용 경험과 이에 수반..."
https://kr.indeed.com/viewjob?jk=9f26c2fbcaf1b9bc,Senior Software Engineer,BOEING 서울,,"desktop application frameworks, Enterprise middleware, Perl, Python, C++, AJAX, relational or other databases, MYSQL, Unix..."
https://kr.indeed.com/viewjob?jk=35d7ed4451724d19,파생퀀트/ IT퀀트 경력직 ( ~시 까지),유안타증권 대한민국,,"근무 경력자 우대 (IT퀀트) 1. 전산 관련 전공자 2. IT개발, SI경력 보유자 3. C++, VBA, Python, SQL 등 프로그래밍 능력 보유자 4. 금융관련 지식이 없어도 무방 - 접수기간 : 2019년 5월..."
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=750977c97eeed4d5,랩오투원 신입/경력 개발자,유한책임회사랩오투원 부산,,"신입) - C#, JAVA, Python, node,js, Ruby 중 잘... 대한 3년 이상 경험이 있는 분 - 관련학과 석사 이상 - 머신러닝(python, scikit-learn, tensorflow, pytorch 등..."
https://kr.indeed.com/viewjob?jk=475bfcb9fe2956fa,"Solution Architect, Data Scientist - WWF...",NVIDIA 서울,,"fields 3+ years work or research experience with Python, C++ software development A proven track record of academic..."
https://kr.indeed.com/viewjob?jk=48ca423ba9cc3be4,Product Test Engineer - GPU,NVIDIA 서울,,"VB. Experience in either Shell Prog., Awk/Sed, Perl, Python is preferred. Experience in CAD/SPICE is preferred. Experience..."
https://kr.indeed.com/viewjob?jk=37127548f83bb7f7,[Search & Clova] 네이버 웹검색 연구/개발 경력사원,네이버 대한민국,,러닝 패키지 중 한가지를 자신있게 활용할 수 있는 능력 • Linux에서의 개발작업이 익숙하며 Java/Python/C++ 중 한가지 언어를 잘 다루는 능력 [우대사항] • 검색서비스의 수집/정제/랭킹개발업무 경력 • 포털...
https://kr.indeed.com/viewjob?jk=54a0b1ed3a827a58,매칭팀 - 데이터분석가,Nexon 성남 분당구,,및 대시보드 설계 지원자격 - (필수) 데이터 정제 및 머신러닝 기법 적용에 필요한 프로그래밍 능력 (R or Python) - (필수) SQL 기본 활용 능력 - (선택) Spark를 활용한 데이터 처리 및 분석 능력...
https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c,"Application Engineer, Sr II",Synopsys 서울,,"Working knowledge of scripting languages like TCL, Unix Shell, Python, or Perl. Prior AE/design experience is a plus. Working..."
https://kr.indeed.com/viewjob?jk=4ebd70ec7e478364,[KSTEC] RPA 시스템 개발 경력사원,지식시스템 성남 분당구,,통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>.NET|인터넷·IT·통신·모바일·게임>웹프로그래머>Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML
https://kr.indeed.com/viewjob?jk=a8ed60198075d112,Application Backend Developer,BOEING 서울,,"experience is required. Proficiency in Java, JavaScript, Python, C#, C++ or comparable Object Oriented Language Knowledge..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.2 성남 판교역,,"트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 C/C++/Python 프로그래밍 숙련자 GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발... 키워드 프로그래밍 언어 Python, C/C++, Go, Java..."
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어(Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=67a92be234325f85,[해외취업] AI 엔지니어,株式会社ASCOM 대한민국,,"회사에서 일하고 싶어하는 사람들에게 좋은 기회입니다. 인생의 새로운 장을 열어보세요! 1) C/C++,Python 및 기타 프로그래밍 언어에 익숙한 자 2) 딥 러닝 도구(예：Tensorflow,Caffe 등)에 익숙한 자..."
https://kr.indeed.com/viewjob?jk=7a730622208e64b8,각 부문별 신입/경력직원 인재,펀드온라인코리아 대한민국,,"도전적인 자세와 개발에 대한 열정이 있는 분 [우대사항] - Linux 환경에서 스크립팅(Shell, Python등) 언어 활용 능력 [플랫폼]플랫폼기획 (정규직/0명) - 플랫폼 기획/설계 - 시스템(서비스) 기획..."
https://kr.indeed.com/viewjob?jk=fa839fed02943ef7,"Technical Specialist, Professional Servi...",Google 4.3 서울,,"one or more object-oriented programming language (e.g., Java, Python, etc.). Experience in mobile and web development best..."
https://kr.indeed.com/viewjob?jk=cd8ee27085e6a2ff,머신러닝/딥러닝,NHN 4.4 성남 판교역,,"PyTorch 개발 경험 - 고속 병렬 처리 관련 지식/개발 경험 - C++, Java, Python 개발 경험 [Computer Vision 연구개발] Job Description 자격요건 우대사항 - 딥러닝..."
https://kr.indeed.com/viewjob?jk=22a5590c81649937,Senior Technical Consultant,MathWorks 서울,,"scientific applications Other programming languages, e.g. Python, R, Java, C/C++ or C# Strong knowledge of computational..."
https://kr.indeed.com/viewjob?jk=432b169b273d9964,"R&D Engineer, Sr I",Synopsys 서울,,back-end Strong software programming skills in C++ and python is required Job Category Engineering Hire Type Employee...
https://kr.indeed.com/viewjob?jk=ba6ceead2055ee51,백엔드개발자(파이썬 Python) / 2년 이상 / 3600만원 ~ 협의...,에쓰시티 서울 서초구,"연봉 36,000,000원 - 45,000,000원",사항: 학력무관 연령: 34세 (1986년생)이하 성별: 무관 • Python DJango 개발 가능자 • API개발및 설계 가능자 • java... 통신·모바일·게임>웹프로그래머>Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=9437c9fdc6462773,Data & AI Technical Specialist,IBM 3.9 서울,,"Data Science space: SPSS, Decision Optimization, SAS, R and Python programming, etc. Knowledge... Open Source space..."
https://kr.indeed.com/viewjob?jk=37d1f6dbb37f8a38,대용량 분산 스토리지 개발자,카카오 4.2 성남 판교역,,이상 #우대 자격 Java 멀티쓰레드 기반 네트워크 프로그래밍 경험이 있으신 분 (netty도 ok) Python 등의 스크립트 언어를 하나 이상 다룰수 있으신 분 HBase 등의 NoSQL 시스템 운영이나 사용 경험이...
https://kr.indeed.com/viewjob?jk=52a34298ecaaac39,[EY한영] 컨설팅본부(Advisory) Java 개발자 경력직 모집,EY 4.0 대한민국,,"분 우대 MyBatis를 이용해 RDBMS와 연동해 본 경험이 있으신 분 우대 다른 고급 언어 (C#, Python) 개발 경험이 있으신 분 우대 html5, javascript, css3에 대한 지식이 있으신 분 우대..."
https://kr.indeed.com/viewjob?jk=7bf179a290a157b2,경험최적화파트 - 머신러닝 엔지니어,Nexon 성남 분당구,,모델 개발 - 머신러닝을 위한 솔루션 프로토타이핑 - 머신러닝 파이프라인 설계 및 구축 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=c6e0b428a62c7eaa,경험최적화파트 - 데이터 사이언티스트/분석가,Nexon 성남 분당구,,피처 탐색 등) - 게임내 행동패턴 로그 분석과 패턴 식별 및 이를 통한 서비스 개선 지원자격 - Python을 사용한 데이터 분석 및 모델 개발 경험 - 머신러닝 라이브러리 활용 경험 - 셀프 모티베이션 - 원활한...
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,백엔드 Engineer (Python),Soomgo 서울 강남구,,래픽 처리를 위한 AWS 인프라 구축 • 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 • AWS...
https://kr.indeed.com/viewjob?jk=a65baa1929f29393,데이터 플랫폼 개발,NHN PAYCO 4.4 성남 판교역,,"Map-Reduce 등 활용 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java/Python 등 기본적인 Programing 역량 - 통계분석, 머신러닝 기법 등을 활용한 데이터 분석 경험..."
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
https://kr.indeed.com/viewjob?jk=dd06066d79860614,MySQL Engineer,카카오 4.2 성남 판교역,,"지원자격 대용량 DBMS 운영 경험이 있는 분 (실력, 의지는 중요하나 경력'기간'은 중요하지 않음) python, go, bash 등 스크립팅 언어를 하나 이상 사용하실 수 있는 분 MySQL 에 대해 전반적으로 이해하고..."
https://kr.indeed.com/viewjob?jk=80f1a9fe40a6c290,[Search & Clova] 파파고 Software Engineer 경...,네이버 대한민국,,"개발 / 운영 [ 자격요건 및 우대사항 ] - Spring 기반 백엔드 서버 개발 / 운영 경험 필수 - Python 개발 / 운영 경험 우대 [ 채용하고 싶은 사람 ] - 프로그램 설계 , 디버깅 , 자료구조 및 알고..."
https://kr.indeed.com/viewjob?jk=2ee36692349dce88,Staff Engineer for RF PA Module Test,Qualcomm 4.1 서울,,"Plus - Strong software skills (Java, C/C++, Visual Basic, Perl, Python etc... programming and debugging test codes - Solid..."
https://kr.indeed.com/viewjob?jk=103175b04a715b9b,Platform/BSP SW APPS Engineering - Engin...,Qualcomm 4.1 서울,,"scripting languages is preferred (Shell/Python) Responsibilities: -Keeps abreast... C, C++, Java, Python, etc. Preferred..."
https://kr.indeed.com/viewjob?jk=85929aac498299cc,데이터 사이언스 전문가 및 머신러닝 전문가,카카오 4.2 성남 판교역,,명시해 주시기 바랍니다. 지원자격 개발 경력 2년 이상 머신 러닝/데이터 사이언스를 위한 언어(R/Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=ce7fd95d9ce72a62,[신입/경력] Python 개발자 - 인천 청라,인피닉 인천 중구,,"Python 가능자, S/W 품질관리 이해 가능자 인터넷·IT·통신·모바일·게임>웹프로그래밍>Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어"
https://kr.indeed.com/viewjob?jk=62fcf223757af729,자바개발자 신규/경력직,제이아이티코리아 서울 성동구,"연봉 30,000,000원 - 32,000,000원","HTML, Javascript, Oracle, Mysql 특이사항 기술 - 상황에 따라 다른 개발 랭퀴지 ( Python, .Net ) 습득과 출장 가능 해야 함. 상세모집요강 접수기간/방법 지원방법 전형절차 및 제출서..."
https://kr.indeed.com/viewjob?jk=7d85150a375cfacf,[Search & Clova] BigData and AI Platform...,네이버 대한민국,,터에서 수행되는 다양한 작업에 대한 문제 해결과 성능 향상을 위한 기술 제안 [필수조건] - Java / Python / C / C++ 개발 가능 (경력사원의 경우 1년 이상의 경력) - 리눅스 환경에서의 개발 경험 - 우수...
https://kr.indeed.com/viewjob?jk=3a8cf7e51ca14e44,Data Engineer,NHN godo 4.4 서울 구로구,,"MongoDB, CouchBase, Hadoop, Redis 등 운영 경험이 있는 분 - PHP, Python, JAVA, GO 중 1개 이상 사용한 개발이 가능한 분 - Spark, ELK, R, MapReduce 사용..."
https://kr.indeed.com/viewjob?jk=de8ad67cf88179fe,DevOps Engineer,Nielsen 3.8 서울,,"least one... following programming languages: C/C++, Python, Go, JavaScript Knowledge in network and multithread..."
https://kr.indeed.com/viewjob?jk=37da5b148b2d3ef4,Senior Data Scientist - AWS Professional...,Amazon Web Services Korea LLC 서울,,"track record of building ML or DL models · Experience using Python... R · Able to write production level code, which..."
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.2 성남 판교역,,"Content-based Filtering, Matrix Factorization 프로그래밍 언어 Python, C/C++, Go, Java, Scala, Matlab, R 관련 서비스 미디어다음, 브런치, 카카오TV..."
https://kr.indeed.com/viewjob?jk=4e17fe419583b40b,데이터 분석 및 모델링 (페이코 쿠폰/광고 타겟팅),NHN 4.4 성남 판교역,,"구축, 피쳐 발굴, 모델 튜닝, 결과 해석 등) - 머신 러닝 및 데이터 분석 관련 언어 (R,Python,SQL 등) 능숙한 활용 - 리눅스 환경에서 개발 가능 - 통계, 머신 러닝 등 관련 분야 (통계..."
https://kr.indeed.com/viewjob?jk=fccde67d76f9359a,백엔드 엔지니어 (e-커머스),리디 서울특별시,,숙련자 퍼블릭 클라우드를 이용한 서비스 구축 및 운영 경험 추가 정보 우대사항 대용량 트래픽 운영 경험 Python/Django 개발 경험이 있는 분 콘텐츠 혹은 커머스 서비스 개발 경험 [지원 시 유의 사항] 이름...
https://kr.indeed.com/viewjob?jk=d9f11f87d00b7289,상반기 수시 각 부문별 신입/경력직,쎄트렉아이 대전 유성구,,"험자 - HDL 설계 경험자 - Python, Raspberry Pi 경험... 시각화 스크립트(Python) 개발 - 기 구축된 위성 영상 품질 관리 SW 기능 개선 - 리눅스 서버 개발 경험 - Python 개발 경력자..."
https://kr.indeed.com/viewjob?jk=2d1342226996073d,정산 및 재무서비스 개발자,Nexon 성남 분당구,,"및 운영 경험이 있으신 분 - Bootstrap 등을 활용한 Front End 개발 경험이 있으신 분 - Python, Java 개발 경험이 있으신 분 - REST, SOAP API 개발 경험이 있으신 분 - GIT..."
https://kr.indeed.com/viewjob?jk=de44729f90fcae6e,AI 개발/Data Scientist/시스템 아키텍쳐/빅데이터엔지니어 경...,신한에이아이 서울 영등포구,,"등 - 프로그래밍 언어: Python, Java, R 등 [우대사항... 쿠버네티스 운영 경험 - 인프라에 대한 이해 - 프로그래밍 역량 (Python, Scala, R 등) - 수학, 통계, 공학 전공 0 명 원서접수..."
https://kr.indeed.com/viewjob?jk=e4526d75d18b3635,[경력] 빅데이터 및 데이터분석 컨설팅 - Digital 본부,삼정 KPMG 3.2 서울 강남구,,"대한 이해와 관심 : 빅데이터 프로젝트 또는 데이터 분석 알고리즘 활용 업무 수행 경험 : SAS, R, Python, SQL 등 활용 경험 - 우대 : 컨설팅 경력자, 석사학위 이상 소지자 : 통계학, 산업공학, 경영공학..."
https://kr.indeed.com/viewjob?jk=860a3733156e6821,Data Analytics Analyst - SOCKOR,Barbaricum 서울,,"manipulation capabilities using R, Python, C++, JavaScript, Go, and other known... experience in Python, C++, JavaScript, GO..."
https://kr.indeed.com/viewjob?jk=9ec6ee8ffbdef537,Client Solutions Engineer,Cover Genius 서울,,"practical experience. 3+ years programming experience in Python, Java, or PHP. 2 years of experience with web technologies..."
https://kr.indeed.com/viewjob?jk=53ea82c70f836537,Marketing Science Director,KANTAR 3.7 서울,,"Ability to program, ideally in different languages... Python, Hadoop, R, Java, Ruby, Matlab, Pig or SQL Passionate about..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=83afcd111984f51c,데이터연동개발팀 - 데이터엔지니어,Nexon 성남 분당구,,환경에서 ETL 개발 경험이 있으신 분 - SQL 및 스크립트 활용 능력이 뛰어나신 분 우대사항 - Python이나 Scala 등과 같은 프로그래밍 언어를 활용하여 ETL 개발이 가능하신 분 - 아마존 웹서비스(AWS...
https://kr.indeed.com/viewjob?jk=5f8e5223dee07bb5,기업부설연구소 블록체인 프로그래머 경력자,케이포시큐리티 서울 구로구,"연봉 30,000,000원 - 32,000,000원","지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 - 프로그램 개발 (go /c++ /Python ) -. 네트워크 프로그래밍 (P2P, C... NS-3, Blockchain 관련 개발 - 프로젝트 기획/개발..."
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스 서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=fd0e5f5aa2592df1,[해외취업] IT엔지니어,유아솔류션즈 대한민국,"연봉 35,000,000원 - 60,000,000원","Swift iOS/Android 스마폰 소프트웨어 개발, WEB 서비스 개발, 업무 소프트웨어 개발. ・Python/Perl AI,시뮬레이션 및 빅크 데이터분석 Tool구사와 개발 통신/운통 운영시스테므 개발 ・C/C++..."
https://kr.indeed.com/viewjob?jk=de6034fa3ef850c8,EQUITY본부 경력직,KB증권 대한민국,,"운용지원) : 관련업무 경력(운용/퀀트/영업/시스템개발), 프로그래밍능력 소지(C#, VBA, SQL, PYTHON 등) 2) MS부(파생운용) : 관련업무 경력 3) MS부(시스템개발) : C, C#/SQL(Oracle..."
https://kr.indeed.com/viewjob?jk=5c6723a17ad467f6,Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC 서울,,"passion for getting hands dirty with code/scripting (e.g, python, java, c#, .NET, Node.js) Amazon Web Services is looking..."
https://kr.indeed.com/viewjob?jk=073b7071c036dba2,Developer Relations Manager,NVIDIA 서울,,"experience Familiarity... least one of C, C++, or Python Ways to stand out from the crowd: Comfortable in a hands..."
https://kr.indeed.com/viewjob?jk=f94c9548ff7a6d66,Engineer for RF PA Module Test,Qualcomm 4.1 서울,,"Strong software skills (Java, C/C++, Visual Basic, Perl, Python etc... programming and debugging test codes - RF test..."
https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2,분석실 - 베이지안 분석 전문가,Nexon 성남 분당구,,"동으로부터 피드백을 받아 최적화 모델을 개선합니다. - 주요 활용 tool : SQL, zeppelin, python, tableau 지원자격 - (필수) 논리적이고 체계적인 문제 해결 및 커뮤니케이션 능력을 소유하신 분..."
https://kr.indeed.com/viewjob?jk=ca7da7655917c156,2020 신입생 ICT/바이오 하이테크 대졸자 취업연계 과정,한국폴리텍대학융합기술교육원 성남 분당구,,벡엔드|인터넷·IT·통신·모바일·게임>웹프로그래밍>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래밍>Python|인터넷·IT·통신·모바일·게임>하드웨어설계·개발>하드웨어|인터넷·IT·통신·모바일·게임>통신기술>전자태그...
https://kr.indeed.com/viewjob?jk=5f7da090abe24e91,리서치센터 RA,신한금융투자 대한민국,,"글로벌 자산배분에 관심 있는 사람 - 전공 : 경영/재무/금융공학 전공자 우대 - 전산 : VBA 및 R/PYTHON 사용 가능자 우대 3. 연봉 및 처우 - 계약직(단, 3개월 probation 평가 후 계약직 정식 채용..."
https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6,MongoDB Engineer,카카오 4.2 성남 판교역,,수 있는 분 Linux/Network에 대한 기초 지식이 있는 분 우대 사항 C/C++ 또는 Python 언어를 이용한 프로그램 개발(프로젝트) 경험이 있는 분 MongoDB 트러블 슈팅 경험이 있는 분 MongoDB...
https://kr.indeed.com/viewjob?jk=9636072f3878d7aa,[예비사회적기업] 도시데이터 분석으로 사회적 가치 만들어나갈 인재 찾습니...,어반스테이션 서울 용산구,"연봉 30,000,000원","우대사항] -엑셀 활용 능력 중급 이상인 분 -GIS 프로그램(ArcGIS, QGIS) 활용 가능한 분 -Python, R 언어를 다룰 수 있는 분 -그 외 업무에 활용가능한 프로그램과 언어가 있으시면 적어주세요..."
https://kr.indeed.com/viewjob?jk=9fcd027f173235aa,퀀트운용본부 경력사원,디비자산운용 대한민국,,"3년 이상 - 주식 및 시장에 대한 퀀트/계량적 접근방식 유경험자 우대 - 프로그래밍 능력(VBA, R, Python 등) 보유 및 모델개발 경험자 우대 - 투자자산운용사 자격 보유자 - 영어 등 외국어 활용능력 우수자 우대..."
https://kr.indeed.com/viewjob?jk=a50fce6cc2cb57c9,자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트 서울 충정로역,,리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행... Description - 자연어 처리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행 - 자연어 전처리 (형태소 분석...
https://kr.indeed.com/viewjob?jk=81bedf2d7bac42ba,빅데이터 및 AI기반의 마케팅 마케터 및 플랫폼기획자,컨셉터스(CONCEPTERS) 서울 강남구,,"수 있는 포트폴리오가 있는 분 우대사항 # Social Network Analysis에 대한 지식이 있으신 분 # Python, R 관련 경험이 있거나 책을 한권이라도 읽어보신 분 # Data Mining 및 Data..."
https://kr.indeed.com/viewjob?jk=05ada0ec7f259bfd,경영지원본부 정보기술팀 경력직,아이비케이자산운용 대한민국,,"운용 관련 지원 프로그램 가능자 ㅇ 미들웨어(WEB,WAS) 및 웹프로그래밍 가능자 ㅇ C++,VBA 및 Python 개발 가능자 ㅇ IT총괄 기획 및 보고 가능자 ㅇ 현 인프라 업무시스템 관리 가능자(서버, 네트워크, 보안..."
https://kr.indeed.com/viewjob?jk=691f61972f31c777,이탈방지팀-서비스 개발자,Nexon 성남 분당구,,"Hbase, Presto, Hive 등 빅데이터 프레임웍을 활용한 ETL 지원자격 - 경력제한 없음 - Python, Nodejs 기반 웹서비스 개발 기술 스택 사용 경험 - aws 서비스 기반 dev-ops 경험..."
https://kr.indeed.com/viewjob?jk=703240f1af245dde,Cloud Storage Architect 국내 IT 대기업,국내 IT 대기업 서울특별시,,"contribution 경험 - 자동화 구현 솔루션/언어 사용 경험 (Ansible, Chef, puppet, Python, JSON, YAML 등) ※ 우대사항 - 클라우드 스토리지 서비스 구축/운영 경험자 - 스토리지..."
https://kr.indeed.com/viewjob?jk=5123207a169f90eb,Software Developer - Front-End / Back-En...,AITRICS 서울,,"purpose programming languages including C++, Java, Javascript, Python. Eager to learn a new programming language and machine..."
https://kr.indeed.com/viewjob?jk=55dbae449417c19d,RAS Power Marketing Analytics Lead for P...,Siemens AG 4.0 서울,,"visualization and analysis tools... Tableau, Alteryx, Python, R, SAS, SQL, ML/AI, or GAMS is desired. · Position would..."
https://kr.indeed.com/viewjob?jk=c46c1d3d5b3fb904,SDET Engineer,Nielsen 3.8 서울,,"experience... least one of following programming languages: Python, Ruby, Java, C++. Experience in multiple languages..."
https://kr.indeed.com/viewjob?jk=bc60262f805458bb,[유펜솔루션] 웹 크롤러 개발자,유펜솔루션 서울 강남구,"연봉 24,000,000원 - 26,000,000원",개발 및 고도화 - 백엔드/프론트에드와의 통신 체계 구축 필요역량 - Java or C/C++ or Python을 이용한 웹 크롤러 개발 경력 - 상기 언어에 대해 최소 2년 이상 개발 경험 - 데이터베이스 이해 - 새로운...
https://kr.indeed.com/viewjob?jk=b9974ad79659bb6d,"카카오콘 앱(iOS), 서버 경력 개발자",카카오 4.2 대한민국,,"2년 이상 모바일 환경을 위한 API 시스템 개발 경험 특정 언어 하나에 능숙하신 분으로, 배워서라도 Python 또는 Ruby 개발이 가능하신 분 [우대사항] 백엔드 서버와 웹 프런트엔드 모두 개발 가능하신 분 ※ 카카오..."
https://kr.indeed.com/viewjob?jk=a3a65a4d59061430,위시켓과 함께할 서버개발자님,위시켓 서울 강남구,,"를 활용한 정적 페이지 연계 - Docker, Jenkins 등을 활용한 CI/CD 개선 자격조건 - Python 기반의 프레임워크를 이용한 웹서비스 구축 또는 운영 경험 - Django 기반의 웹 서비스 구축 또는 운영..."
https://kr.indeed.com/viewjob?jk=bd1ad6ca3aba3000,데이터 엔지니어 / Data Engineer,Bagelcode 서울,,및 개발 [업무 내용] - Python과 Airflow를 이용한 데이터... 이해 - AWS 환경에서 개발/운영 경험 혹은 그에 준하는 지식 - Python / Java / Scala / Kotlin 중 하나 이상을 이용한...
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터 서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=eb9e27de8a88b9e6,[IT대기업] AI 플랫폼 구조개선/운영 효율화,에이스파트너스서치펌 대전,,통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI...
